GO_MF(Queried),count,SystematicName,Disease,Genetic_Interaction,GO_CC,GO_BP,Pathway,Mutant_Phenotype,Physical_Interaction,Transcriptional_Regulation,GO_MF,Protein_Domain
tubulin binding,7,"['YDR150W', 'YEL003W', 'YGR078C', 'YLR200W', 'YML094W', 'YNL153C', 'YOR265W']",,"['VPS8', 'SWC3', 'LTE1', 'CLN3', 'SLA1', 'FUS3', 'NCL1', 'STU1', 'ERD2', 'PIN4', 'SHP1', 'BRN1', 'HHT1', 'MNN2', 'RKM3', 'HMT1', 'REB1', 'TRM7', 'ECM33', 'SIF2', 'IML3', 'AIM3', 'SUS1', 'RAD16', 'CKS1', 'SEC66', 'SWD3', 'TAF5', 'BEM1', 'SWC5', 'ARC40', 'ISW1', 'MTC4', 'REI1', 'SNF5', 'BSD2', 'DCC1', 'BIK1', 'SRO9', 'RVS161', 'SNT1', 'RSC6', 'HCM1', 'SRB8', 'AHC2', 'CSM1', 'ABP1', 'MCD1', 'RPT2', 'SLX5', 'RPN4', 'ARP2', 'BDF2', 'RXT3', 'MDH3', 'RPN6', 'RRP42', 'NUP84', 'RPN5', 'CLB3', 'UGA3', 'DTD1', 'DBF4', 'RRP8', 'MKC7', 'TAF12', 'NUM1', 'CPR1', 'RPA14', 'SAC3', 'SCC2', 'REF2', 'MSS4', 'TCP1', 'MNN10', 'CHL4', 'PMP3', 'RTT103', 'SSD1', 'HDA2', 'SUM1', 'MCM21', 'SWR1', 'SEM1', 'RVS167', 'DYN2', 'SSN2', 'VPS72', 'PAC11', 'GIM4', 'EAF5', 'SPF1', 'MAK10', 'CIN8', 'PAC2', 'PRP22', 'BIM1', 'PTP3', 'SLX8', 'PEA2', 'BEM2', 'COG3', 'CHD1', 'BMH1', 'DEG1', 'SMC1', 'BUD27', 'TUB2', 'ACT1', 'FAB1', 'PRE4', 'RPN12', 'ERG4', 'CKB1', 'CGR1', 'DST1', 'RIM8', 'MAD1', 'MMS2', 'SOH1', 'XRN1', 'CDC55', 'HOS2', 'NCS6', 'SKI8', 'YGL242C', 'HXK2', 'UGA1', 'YGR054W', 'PAC10', 'SHY1', 'NUP57', 'PRE9', 'BUB1', 'ELP2', 'SMI1', 'YTA7', 'OCA5', 'VPS29', 'ARD1', 'SRB2', 'LRP1', 'UBA4', 'BZZ1', 'ARP1', 'WSS1', 'STB5', 'IKI1', 'CTF8', 'RPN10', 'URM1', 'CAP2', 'APQ12', 'ICE2', 'PRK1', 'MET18', 'CCT2', 'MAD3', 'CCT3', 'BBC1', 'MAD2', 'SET2', 'PFD1', 'MNN11', 'RPS22A', 'CPR7', 'ANB1', 'BFA1', 'HOC1', 'EAF6', 'YJR084W', 'JSN1', 'STE24', 'VPS70', 'EFM3', 'NMD5', 'MCM22', 'PAN3', 'ELM1', 'TMA19', 'TEF4', 'MIF2', 'VPH2', 'LTV1', 'SET3', 'SPC34', 'DYN1', 'TRM2', 'SRP40', 'DNM1', 'MMM1', 'DPS1', 'LDB18', 'BRE2', 'UBR2', 'RIC1', 'STU2', 'ARP6', 'CSF1', 'ALT1', 'IOC2', 'APC9', 'YKE2', 'CLB4', 'TUB4', 'CDC42', 'EST1', 'YCS4', 'YLR278C', 'SEC72', 'CHS5', 'VRP1', 'VPS38', 'ARC18', 'CTF3', 'IKI3', 'SWC7', 'VAC14', 'SKI2', 'VMA6', 'RAD52', 'VPS71', 'TEM1', 'TUB1', 'GIM5', 'TUB3', 'RSC9', 'MAC1', 'CSM3', 'BUB2', 'RCO1', 'CTF18', 'SEC14', 'MUB1', 'MYO5', 'SPC24', 'SAS2', 'CIN4', 'RIM13', 'HOT1', 'UBP8', 'RSN1', 'JNM1', 'DYN3', 'ELP6', 'HDA1', 'YAF9', 'FPR1', 'EAF7', 'GIM3', 'BNI5', 'JJJ1', 'KEX2', 'ZWF1', 'BNI1', 'CAF40', 'RIM21', 'CLA4', 'CSE2', 'TOP1', 'HTZ1', 'PSH1', 'BRX1', 'CTR9', 'RRP6', 'RTS1', 'AHC1', 'BUB3', 'SHE4', 'PEP12', 'WHI2', 'ASE1', 'SGO1', 'PFY1', 'LEO1', 'RGA1', 'MDM32', 'ALE1', 'SAS5', 'RUD3', 'DSE3', 'RBL2', 'PNT1', 'PAC1', 'RIM20', 'CIN1', 'HAP5', 'CHL1', 'IRC15', 'CTF19', 'SSN3', 'SGF11', 'ELP4', 'BEM3', 'KAP120', 'RAD53', 'KIP2', 'AIM44', 'SET6', 'NIP100', 'TRE1', 'VMA11', 'CIN2', 'VIK1', 'KAR9', 'EAF3', 'YME1', 'MCM16', 'MAK3', 'MED1', 'SNT309', 'COG4', 'CTF4', 'KAR3', 'VPS4', 'PLP1', 'YEF1', 'PIR5', 'LMO1', 'NMD4', 'SDD2']",['prefoldin complex'],"['protein folding', 'tubulin complex assembly']",,['cell size: increased'],"['GIM4', 'PAC10', 'PFD1', 'YKE2', 'TUB4', 'GIM5', 'GIM3']",,['unfolded protein binding'],"['Prefoldin subunit', 'Prefoldin subunit']"
tubulin-dependent ATPase activity,1,['YGL216W'],,,,,,,,,,
tubulin-tyrosine ligase activity,1,['YBR094W'],,,,,,,,,,
tyrosine-tRNA ligase activity,2,"['YGR185C', 'YPL097W']",,,,['tyrosyl-tRNA aminoacylation'],,,,,,['tRNA synthetases class I (W and Y)']
ubiquinol-cytochrome-c reductase activity,9,"['Q0105', 'YBL045C', 'YDR529C', 'YEL024W', 'YFR033C', 'YGR183C', 'YHR001W-A', 'YOR065W', 'YPR191W']",,"['RBK1', 'TIM11', 'SDH9', 'ATP2', 'MIA40', 'ATP14', 'TSA1', 'ATP18', 'AIM33', 'IAH1', 'THI72', 'PXA1']","['membrane', 'mitochondrial inner membrane', 'mitochondrial respiratory chain complex III', 'mitochondrion', 'respiratory chain']","['aerobic respiration', 'hydrogen ion transmembrane transport', 'mitochondrial electron transport, ubiquinol to cytochrome c']","['aerobic respiration, electron transport chain']","['respiratory growth: absent', 'respiratory growth: decreased rate', 'utilization of carbon source: decreased rate']","['COX1', 'COB', 'COX2', 'PET9', 'COR1', 'OM14', 'BCS1', 'QCR7', 'RIP1', 'COX4', 'SHY1', 'CBP4', 'QCR9', 'COX6', 'QCR8', 'MIC60', 'RCF1', 'COX14', 'RCF2', 'CYT1', 'CBP3', 'QCR2']","['HAP4', 'HAP1']",,
ubiquinone binding,4,"['YDR178W', 'YLR164W', 'YNL055C', 'YOL008W']",['paraganglioma'],,"['mitochondrial envelope', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)']",,,,,,['succinate dehydrogenase (ubiquinone) activity'],"['CybS, succinate dehydrogenase cytochrome B small subunit']"
ubiquitin activating enzyme activity,1,['YKL210W'],,,,,,,,,,
ubiquitin binding,44,"['YBL007C', 'YBL047C', 'YBL058W', 'YBR082C', 'YBR097W', 'YBR135W', 'YBR170C', 'YBR198C', 'YBR234C', 'YCL008C', 'YDL126C', 'YDL145C', 'YDL161W', 'YDR273W', 'YDR320C', 'YDR358W', 'YEL037C', 'YER107C', 'YER125W', 'YER143W', 'YFL009W', 'YFR021W', 'YGL110C', 'YGL137W', 'YGR048W', 'YGR206W', 'YHL002W', 'YHL010C', 'YHR108W', 'YHR186C', 'YIL046W', 'YJL112W', 'YKL054C', 'YKL090W', 'YKL213C', 'YLR417W', 'YLR421C', 'YML097C', 'YML101C', 'YMR264W', 'YNR006W', 'YOL087C', 'YOR026W', 'YOR042W']",,"['VPS8', 'NPL4', 'RVS161', 'CDC34', 'RSP5', 'PMA1', 'HUR1', 'RPN10', 'PAN1', 'STE24', 'YPT6', 'UBC12', 'CRN1', 'MRE11', 'EOS1', 'PBR1', 'VPS27', 'BRE5', 'PHO80', 'HRD1', 'VPS68', 'ESA1', 'ULA1', 'CTF4', 'RPL9B']","['Cdc48p-Npl4p-Vms1p AAA ATPase complex', 'Doa10p ubiquitin ligase complex', 'ESCRT-0 complex', 'Hrd1p ubiquitin ligase ERAD-L complex', 'RQC complex', 'VCP-NPL4-UFD1 AAA ATPase complex', 'cytoplasm', 'endosome', 'endosome membrane', 'nuclear SCF ubiquitin ligase complex', 'replisome']","['ATP export', 'DNA replication termination', 'ER-associated misfolded protein catabolic process', 'ER-associated ubiquitin-dependent protein catabolic process', 'actin cortical patch organization', 'late endosome to vacuole transport', 'mitochondria-associated ubiquitin-dependent protein catabolic process', 'negative regulation of telomerase activity', 'positive regulation of protein localization to nucleus', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein targeting to vacuole', 'protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway', 'protein transport', 'retrograde protein transport, ER to cytosol', 'ribophagy', 'ribosome-associated ubiquitin-dependent protein catabolic process', 'ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome', 'ubiquitin-dependent protein catabolic process', 'ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway']",,"['chemical compound excretion: increased', 'endocytosis: decreased', 'heat sensitivity: increased', 'ionic stress resistance: decreased', 'metal resistance: decreased', 'protein/peptide accumulation: increased', 'protein/peptide distribution: abnormal', 'toxin resistance: decreased', 'vacuolar transport: abnormal']","['SLA1', 'EDE1', 'NPL4', 'STP22', 'CDC48', 'COP1', 'UFD2', 'SEC26', 'DFM1', 'RSP5', 'CHC1', 'HUA1', 'HSE1', 'SPT23', 'DOA1', 'UBI4', 'UBX2', 'SRV2', 'SEC21', 'VPS27', 'LAS17']",,"['phosphatidylinositol binding', 'polyubiquitin binding', 'protein binding, bridging']","['WD domain, G-beta repeat', 'UBA/TS-N domain', 'VHS domain', 'CUE domain']"
ubiquitin conjugating enzyme activity,11,"['YBR082C', 'YDR054C', 'YDR059C', 'YDR092W', 'YDR177W', 'YEL012W', 'YER100W', 'YGL058W', 'YGR133W', 'YMR022W', 'YOR339C']",,"['UBC4', 'UBC5', 'UBC1', 'RAD23', 'RSP5', 'SSM4', 'UBC7', 'TAF14']",,"['ER-associated ubiquitin-dependent protein catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein K63-linked ubiquitination', 'protein monoubiquitination', 'protein polyubiquitination', 'protein ubiquitination', 'ubiquitin-dependent protein catabolic process']",,['protein/peptide accumulation: increased'],"['APC11', 'RSP5', 'UBA1', 'UBI4', 'DMA2', 'PRE2']",,"['ATP binding', 'nucleotide binding', 'proteasome binding', 'protein binding', 'transferase activity', 'ubiquitin-protein transferase activity']",['Ubiquitin-conjugating enzyme']
ubiquitin conjugating enzyme binding,6,"['YDR273W', 'YJR141W', 'YKR017C', 'YLR128W', 'YML068W', 'YOR042W']",,,['ubiquitin ligase complex'],"['positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'protein polyubiquitination', 'ubiquitin-dependent protein catabolic process']",,,,,['ubiquitin protein ligase activity'],"['IBR domain, a half RING-finger domain']"
ubiquitin ligase activator activity,3,"['YGL003C', 'YGL116W', 'YGR225W']",,,['anaphase-promoting complex'],"['anaphase-promoting complex-dependent catabolic process', 'positive regulation of anaphase-promoting complex-dependent catabolic process', 'positive regulation of mitotic metaphase/anaphase transition', 'positive regulation of ubiquitin protein ligase activity']",,,"['CDC27', 'CDC20', 'CDC16']",,"['anaphase-promoting complex binding', 'ubiquitin-protein transferase activator activity']",['Anaphase-promoting complex subunit 4 WD40 domain']
ubiquitin ligase inhibitor activity,2,"['YBR296C-A', 'YIR025W']",,,,['negative regulation of ubiquitin protein ligase activity'],,,,,,
ubiquitin protein ligase activity,52,"['YBL084C', 'YBR062C', 'YCR066W', 'YDL008W', 'YDL074C', 'YDL132W', 'YDR054C', 'YDR118W', 'YDR143C', 'YDR255C', 'YDR260C', 'YDR265W', 'YDR266C', 'YDR328C', 'YDR457W', 'YER068W', 'YER116C', 'YER125W', 'YFL009W', 'YFR036W', 'YGL131C', 'YGL141W', 'YGL240W', 'YGR184C', 'YHR115C', 'YHR166C', 'YIL030C', 'YIL097W', 'YJL210W', 'YJR141W', 'YKL010C', 'YKL022C', 'YKL034W', 'YKL059C', 'YKR017C', 'YLL036C', 'YLR005W', 'YLR024C', 'YLR102C', 'YLR127C', 'YML068W', 'YMR026C', 'YMR119W', 'YMR231W', 'YMR247C', 'YNL116W', 'YNL172W', 'YOL013C', 'YOL054W', 'YOL133W', 'YOR249C', 'YPL054W']",,"['CDC27', 'UBC4', 'CDC53', 'SWM1', 'CDC26', 'CDC55', 'SWC4', 'UBR1', 'RPN10', 'MET30', 'MND2', 'ARP4', 'SIC1', 'APC9', 'MIH1', 'ESA1', 'CTF4']","['SCF ubiquitin ligase complex', 'anaphase-promoting complex', 'cullin-RING ubiquitin ligase complex', 'nucleus', 'peroxisomal importomer complex', 'ubiquitin ligase complex']","['G1/S transition of mitotic cell cycle', 'G2/M transition of mitotic cell cycle', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'anaphase-promoting complex-dependent catabolic process', 'cell cycle', 'cell division', 'chromatin assembly', 'exit from mitosis', 'free ubiquitin chain polymerization', 'histone catabolic process', 'histone ubiquitination', 'metaphase/anaphase transition of mitotic cell cycle', 'negative regulation of protein localization to spindle pole body', 'positive regulation of mitotic metaphase/anaphase transition', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein K11-linked ubiquitination', 'protein autoubiquitination', 'protein monoubiquitination', 'protein polyubiquitination', 'protein ubiquitination', 'regulation of mitotic metaphase/anaphase transition', 'ubiquitin-dependent protein catabolic process']",,"['cell cycle passage through the metaphase-anaphase transition: delayed', 'cell cycle progression through the G2/M phase transition: arrested', 'cell cycle progression: arrested', 'cellular morphology: abnormal', 'protein/peptide accumulation: increased', 'protein/peptide modification: decreased']","['CDC27', 'UBC4', 'SAF1', 'APC11', 'CDC34', 'UBC5', 'UBC13', 'APC4', 'YDR131C', 'SWM1', 'CDC4', 'CDC26', 'CDH1', 'DOC1', 'PEX18', 'CDC23', 'MND2', 'DAS1', 'CDC16', 'UBI4', 'SIC1', 'APC2', 'UCC1', 'UBC12', 'CDC5', 'UBC7', 'APC1', 'SKP2', 'LAG2', 'SGT1', 'APC5', 'APC9']",,"['cullin family protein binding', 'metal ion binding', 'transferase activity', 'ubiquitin conjugating enzyme binding', 'ubiquitin-protein transferase activity', 'zinc ion binding']","['HECT-domain (ubiquitin-transferase)', 'Pex2 / Pex12 amino terminal region', 'Ring finger domain', 'Zinc finger, C3HC4 type (RING finger)']"
ubiquitin protein ligase binding,28,"['YBL101C', 'YBR082C', 'YBR170C', 'YDL132W', 'YDR059C', 'YDR139C', 'YDR525W-A', 'YFR022W', 'YGL045W', 'YGL048C', 'YGR003W', 'YGR068C', 'YIL075C', 'YIL148W', 'YJL047C', 'YJL084C', 'YJL151C', 'YKL145W', 'YKR021W', 'YKR094C', 'YLL039C', 'YLR127C', 'YLR167W', 'YLR392C', 'YOR018W', 'YOR259C', 'YOR322C', 'YPR030W']",,['LDB19'],"['cullin-RING ubiquitin ligase complex', 'cytoplasm', 'proteasome complex', 'proteasome regulatory particle, base subcomplex']","['modification-dependent protein catabolic process', 'positive regulation of RNA polymerase II transcriptional preinitiation complex assembly', 'positive regulation of proteasomal protein catabolic process', 'positive regulation of receptor internalization', 'positive regulation of ubiquitin-dependent endocytosis', 'proteasome regulatory particle assembly', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein catabolic process', 'protein transport', 'protein ubiquitination', 'regulation of intracellular transport', 'ubiquitin-dependent endocytosis', 'ubiquitin-dependent protein catabolic process']",,,"['HSM3', 'APC11', 'CDC34', 'UBX5', 'RAD23', 'PRE1', 'RPN3', 'RSP5', 'UBP6', 'RPN14', 'HUL5', 'NAS6', 'NAS2', 'YUH1', 'UFD4', 'DCN1', 'RPN13', 'RRI2', 'HRT1', 'UBP2', 'RPN7', 'RHO1']",,"['proteasome-activating ATPase activity', 'protein binding, bridging', 'protein tag', 'ubiquitin-protein transferase activity']","['Ubiquitin family', 'Arrestin (or S-antigen), N-terminal domain', 'Cullin family', 'Ribosomal L40e family', 'Arrestin (or S-antigen), C-terminal domain', 'Cullin protein neddylation domain']"
ubiquitin-like protein binding,1,['YLR128W'],,,,,,,,,,
ubiquitin-like protein ligase binding,1,['YDR510W'],,,,,,,,,,
ubiquitin-like protein transferase activity,2,"['YLL042C', 'YNR007C']",,,,,,['late nucleophagy: absent'],,,,"['Autophagocytosis associated protein, active-site domain']"
ubiquitin-protein transferase activator activity,5,"['YAL055W', 'YGL003C', 'YGL116W', 'YGR225W', 'YMR264W']",,,['anaphase-promoting complex'],"['anaphase-promoting complex-dependent catabolic process', 'positive regulation of anaphase-promoting complex-dependent catabolic process', 'positive regulation of ubiquitin protein ligase activity']",,,"['CDC27', 'CDC20', 'CDC16']",,"['anaphase-promoting complex binding', 'ubiquitin ligase activator activity']",
ubiquitin-protein transferase activity,67,"['YBR082C', 'YBR114W', 'YBR280C', 'YDL013W', 'YDL074C', 'YDL132W', 'YDL190C', 'YDR054C', 'YDR059C', 'YDR092W', 'YDR131C', 'YDR143C', 'YDR177W', 'YDR255C', 'YDR306C', 'YDR313C', 'YDR328C', 'YDR457W', 'YEL012W', 'YER068W', 'YER100W', 'YER116C', 'YER125W', 'YFL009W', 'YGL058W', 'YGL087C', 'YGL131C', 'YGL141W', 'YGR003W', 'YGR133W', 'YGR184C', 'YHR115C', 'YIL030C', 'YIL097W', 'YJL047C', 'YJL149W', 'YJR036C', 'YJR052W', 'YJR090C', 'YKL010C', 'YKL034W', 'YKR017C', 'YLL036C', 'YLR007W', 'YLR024C', 'YLR097C', 'YLR207W', 'YLR224W', 'YLR247C', 'YLR368W', 'YML068W', 'YML088W', 'YMR022W', 'YMR026C', 'YMR119W', 'YMR247C', 'YNL008C', 'YNL116W', 'YNL230C', 'YNL311C', 'YOL013C', 'YOL054W', 'YOL133W', 'YOR080W', 'YOR339C', 'YPL046C', 'YPR093C']",,"['UBC4', 'CDC48', 'CDC53', 'CDC34', 'UBC5', 'UBC1', 'SIZ1', 'RSP5', 'UBR1', 'SSM4', 'MET30', 'UFO1', 'UBC7', 'MRE11', 'HHT2', 'DMA2', 'HRD1', 'LAG2', 'NFI1', 'TAF14', 'HEM14']","['Cul3-RING ubiquitin ligase complex', 'Hrd1p ubiquitin ligase ERAD-M complex', 'SCF ubiquitin ligase complex', 'SUMO-targeted ubiquitin ligase complex', 'UBR1-RAD6 ubiquitin ligase complex', 'cullin-RING ubiquitin ligase complex', 'elongin complex', 'nucleotide-excision repair factor 4 complex', 'nucleus', 'ubiquitin conjugating enzyme complex', 'ubiquitin ligase complex']","['ER-associated ubiquitin-dependent protein catabolic process', 'G2/M transition of mitotic cell cycle', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'cellular response to DNA damage stimulus', 'cellular response to methylmercury', 'free ubiquitin chain polymerization', 'histone ubiquitination', 'negative regulation of gluconeogenesis', 'positive regulation of proteasomal ubiquitin-dependent protein catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'protein K63-linked ubiquitination', 'protein autoubiquitination', 'protein monoubiquitination', 'protein polyubiquitination', 'protein ubiquitination', 'septin ring assembly', 'ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome', 'ubiquitin-dependent protein catabolic process', 'ubiquitin-dependent protein catabolic process via the N-end rule pathway']",,"['UV resistance: decreased', 'protein/peptide accumulation: increased', 'protein/peptide modification: decreased']","['UBC4', 'SAF1', 'CDC53', 'CDC34', 'UBC5', 'UBC13', 'YDR131C', 'PFU1', 'SKP1', 'PRE1', 'CUL3', 'DMA1', 'UBA1', 'UBI4', 'SIC1', 'HRT3', 'UCC1', 'MDM30', 'UBX2', 'UBC7', 'CLN1', 'DMA2', 'SKP2', 'LAG2', 'RRI2', 'HRT1', 'ELC1']",,"['metal ion binding', 'proteasome binding', 'protein binding', 'protein binding, bridging', 'transferase activity', 'ubiquitin conjugating enzyme activity', 'ubiquitin protein ligase activity', 'ubiquitin protein ligase binding', 'ubiquitin-ubiquitin ligase activity']","['Zinc finger, C3HC4 type (RING finger)', 'Ubiquitin-conjugating enzyme', 'HECT-domain (ubiquitin-transferase)', 'F-box-like', 'Ring finger domain', 'Zinc finger, C3HC4 type (RING finger)']"
ubiquitin-protein transferase inhibitor activity,1,['YPL267W'],,,,,,,,,,
ubiquitin-protein transferase regulator activity,1,['YJL144W'],,,,,,,,,,
ubiquitin-specific protease binding,2,"['YBR201W', 'YDR411C']",,,['Hrd1p ubiquitin ligase ERAD-L complex'],,,,,,['misfolded protein binding'],['Der1-like family']
ubiquitin-ubiquitin ligase activity,7,"['YDL190C', 'YER125W', 'YGL141W', 'YML111W', 'YMR275C', 'YNR068C', 'YNR069C']",,"['ROG1', 'BUL2', 'BUL1', 'YNR068C', 'BSC5']",['ubiquitin ligase complex'],"['protein monoubiquitination', 'protein polyubiquitination', 'protein ubiquitination']",,,['YNR068C'],,,"['Bul1 N terminus', 'Bul1 C terminus']"
ubiquitinyl hydrolase activity,1,['YFL044C'],,,,,,,,,,
